Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
82100	-733.965446289439	5	2	1
82200	-726.959625334033	3	2	1
82300	-728.94056173918	2	2	0
82400	-723.758414216152	1	1	0
82500	-732.361503412431	2	4	0
82600	-737.015522026126	5	3	2
82700	-731.388217496471	3	2	0
82800	-741.613279827656	5	4	0
82900	-741.540144819004	3	6	1
83000	-729.221423156732	1	4	0
83100	-729.240467694437	4	1	0
83200	-728.938719419392	3	3	0
83300	-738.395948948523	7	1	0
83400	-736.800986608622	4	3	0
83500	-727.713661023522	2	3	0
83600	-732.711133603011	4	2	1
83700	-741.460449069707	6	2	2
83800	-730.291290498959	4	2	1
83900	-741.734344960097	3	6	2
84000	-729.745099553554	2	3	0
84100	-733.916059111561	4	2	0
84200	-726.705833419652	2	2	0
84300	-747.155380878439	6	4	1
84400	-737.132649301084	5	1	1
84500	-728.461859722712	1	3	1
84600	-728.08859969106	3	2	3
84700	-735.408618928028	3	4	0
84800	-743.65588783189	4	4	1
84900	-730.327640145977	2	3	2
85000	-739.029217608452	4	4	1
85100	-722.890761041052	1	2	1
85200	-734.604466007503	2	4	2
85300	-730.435484777179	2	4	1
85400	-734.685364150172	6	2	0
85500	-729.919462342072	2	3	2
85600	-728.870956358693	2	2	1
85700	-734.755380594702	2	3	0
85800	-735.373627218355	3	2	2
85900	-722.225288308517	2	1	0
86000	-725.381926406566	2	2	1
86100	-734.626374929284	4	1	1
86200	-726.414620596477	3	1	0
86300	-722.126529003348	2	1	0
86400	-739.715710155633	4	3	1
86500	-728.790001234692	1	2	0
86600	-727.078656010709	1	1	1
86700	-732.269701883304	5	2	0
86800	-726.129038539827	3	2	0
86900	-730.834172150336	4	2	1
87000	-728.555867110817	1	2	1
87100	-737.380026401751	5	2	1
87200	-732.515066514654	3	3	0
87300	-762.313132746287	7	7	1
87400	-738.585900707629	5	3	1
87500	-724.172516530306	2	1	0
87600	-730.144575908038	3	2	1
87700	-733.095452862792	1	4	0
87800	-738.275751625676	4	4	0
87900	-727.843601040287	1	2	0
88000	-736.644132189749	4	3	0
88100	-727.861169839183	3	2	1
88200	-732.162041200651	3	3	0
88300	-732.173750743305	2	4	0
88400	-730.569651839753	3	2	0
88500	-733.272372824638	2	2	2
88600	-735.510281792325	4	2	0
88700	-737.567255256611	5	4	1
88800	-746.247835328097	5	5	1
88900	-730.306165526074	4	2	0
89000	-730.331557862386	3	2	2
89100	-728.246199417358	3	2	0
89200	-728.484139440372	3	1	2
89300	-735.835307417262	3	3	3
89400	-728.818245268226	2	3	1
89500	-734.806373376824	3	4	1
89600	-758.964265164914	2	9	1
89700	-726.725355482285	3	2	0
89800	-730.308200808751	3	2	0
89900	-727.850808246424	2	2	0
90000	-734.448091735341	2	5	1
90100	-737.034900529901	6	2	0
90200	-734.713349946929	4	4	0
90300	-736.161814967368	2	4	2
90400	-737.438447591078	1	5	0
90500	-734.742890843881	3	4	1
90600	-747.539596064492	4	5	2
90700	-727.78891632192	3	1	0
90800	-733.130333698076	4	2	0
90900	-732.758906727243	5	1	1
91000	-727.240415934716	3	2	0
91100	-727.860813444138	4	1	1
91200	-725.643924041635	1	1	0
91300	-735.13438380365	2	3	2
91400	-728.318353198873	1	3	1
91500	-749.37643947381	5	6	1
91600	-732.088735900444	3	3	1
91700	-727.459665721421	4	1	1
91800	-732.992856962188	3	3	1
91900	-737.132453770375	4	3	2
92000	-727.306123886576	4	1	0
92100	-739.525756586803	4	4	1
92200	-734.77244270073	5	1	1
92300	-724.464624423009	1	1	0
92400	-726.015681209548	3	2	0
92500	-730.894786488437	3	1	4
92600	-728.122799858732	3	1	2
92700	-735.826564319094	5	2	1
92800	-725.798823742153	1	3	1
92900	-729.839937559628	2	3	0
93000	-727.94100659768	1	3	1
93100	-733.313620073794	4	3	1
93200	-736.834549441517	5	2	1
93300	-736.646800742926	5	2	0
93400	-733.734619213433	3	2	0
93500	-730.327534590779	2	3	1
93600	-729.876978651436	3	3	1
93700	-733.577502185609	4	3	0
93800	-741.618667674269	4	4	2
93900	-741.403925861117	3	5	1
94000	-731.053257831045	2	3	2
94100	-729.730085261705	3	2	1
94200	-731.06983794455	3	2	0
94300	-739.766014462452	4	5	0
94400	-727.018423326847	2	2	0
94500	-731.816308886018	4	1	0
94600	-727.781067450224	2	1	2
94700	-745.143101114694	7	3	0
94800	-730.360800411113	3	2	2
94900	-737.966487468677	5	3	0
95000	-724.605509818404	2	2	0
95100	-743.470909602686	4	2	3
95200	-740.48365133897	6	3	0
95300	-730.918631206641	3	2	1
95400	-734.431827937194	3	4	1
95500	-734.620415170328	3	3	2
95600	-738.877454458475	4	4	1
95700	-734.586073578802	5	1	2
95800	-726.650709244692	2	1	4
95900	-732.39053989682	4	2	2
96000	-736.62926187521	4	3	3
96100	-734.369338423887	3	2	3
96200	-728.866400895602	2	3	0
96300	-726.332795707824	2	2	0
96400	-729.039883634039	2	3	0
96500	-723.454113508787	1	2	0
96600	-726.261438130355	3	1	1
96700	-733.611673379874	2	4	1
96800	-733.729390322938	5	2	1
96900	-727.964980959377	3	2	0
97000	-731.829936306381	4	2	0
97100	-731.091349674776	3	3	0
97200	-729.226502227665	1	4	1
97300	-727.775350174888	2	3	0
97400	-728.133957429093	3	1	0
97500	-731.691366675624	2	3	1
97600	-730.950543151014	3	3	0
97700	-729.006693780031	2	3	0
97800	-731.419926032607	5	1	0
97900	-739.34834145473	4	3	1
98000	-731.230352514895	3	3	1
98100	-728.140500360524	4	1	2
98200	-737.353474076429	6	2	1
98300	-731.652244202551	3	2	0
98400	-726.948321631997	2	3	0
98500	-735.070915194573	3	5	0
98600	-742.319635194455	3	6	0
98700	-733.207830809711	5	1	1
98800	-736.387864480372	5	1	3
98900	-738.534713050621	6	2	0
99000	-726.576669539033	1	3	0
99100	-736.697882038833	3	4	0
99200	-728.186869265946	2	2	0
99300	-730.393638652066	2	4	1
99400	-736.257831968806	1	6	0
99500	-732.090435607683	2	3	1
99600	-728.620380861914	3	3	0
99700	-733.763823341898	3	4	1
99800	-736.486880763745	2	4	2
99900	-735.767931926001	3	5	1
1e+05	-734.439014487843	3	4	0
100100	-744.550047038638	6	4	0
100200	-732.274343326751	3	3	2
100300	-736.269980666441	3	4	1
100400	-744.286501865024	6	3	1
100500	-726.617196903219	2	2	2
100600	-730.374413717982	2	3	0
100700	-726.43456283232	1	3	0
100800	-725.655859719432	1	3	0
100900	-731.337709868415	3	2	0
101000	-728.081726676419	3	1	0
101100	-723.820223746543	2	1	0
101200	-740.263789777133	5	3	0
101300	-731.268214234929	4	3	3
101400	-726.931431743213	3	2	1
101500	-739.09887642997	6	2	1
101600	-731.066551447149	2	3	2
101700	-723.589578157401	2	1	0
101800	-730.688854312933	3	3	0
101900	-730.667688317589	4	2	0
102000	-740.404621914648	2	6	0
102100	-736.102797434736	3	4	1
102200	-729.594368526191	4	2	1
102300	-744.952336974558	4	4	0
102400	-739.712957646552	5	3	2
102500	-738.227844793683	5	3	0
102600	-734.87866806893	4	2	2
102700	-726.163378868643	3	2	0
102800	-733.272824906863	3	4	1
102900	-736.985540313243	3	2	0
103000	-737.456691545537	5	3	1
103100	-729.015282566036	3	1	1
103200	-730.710410943038	3	3	1
103300	-732.288608089868	2	4	0
103400	-745.981549076126	5	5	0
103500	-731.467062823813	2	3	2
103600	-731.735142651469	4	2	2
103700	-740.054021758849	3	4	0
103800	-739.455723748376	3	5	1
103900	-742.727706224881	6	4	1
104000	-742.725971847977	6	1	2
104100	-729.750801905101	3	2	1
104200	-735.27466250517	5	2	3
104300	-734.894952686019	5	2	0
104400	-737.852756034101	6	1	2
104500	-722.39951212661	1	1	1
104600	-741.805591830332	4	5	0
104700	-733.265471461513	4	3	0
104800	-732.014132108987	4	2	1
104900	-751.426491307062	9	2	1
105000	-727.242562936815	2	3	0
105100	-734.524012501429	3	4	0
105200	-724.347842208789	2	2	1
105300	-725.362585282507	1	2	1
105400	-740.547084224026	5	3	0
105500	-740.912322170307	3	4	2
105600	-729.037310068504	3	2	0
105700	-734.228670817466	5	1	0
105800	-732.667939143987	4	2	1
105900	-729.288808517199	4	2	1
106000	-739.325685394905	4	3	1
106100	-730.936271494126	5	1	1
106200	-727.887993285834	3	1	1
106300	-737.400269018425	1	6	1
106400	-735.436296969985	3	3	0
106500	-742.414977122479	6	3	1
106600	-740.572242750418	4	5	1
106700	-735.37335434647	1	5	1
106800	-724.967319804071	1	2	0
106900	-727.176896642439	3	2	0
107000	-737.400721757472	2	3	0
107100	-730.533301753686	2	2	1
107200	-729.33859619566	2	3	0
107300	-729.92071263239	5	2	0
107400	-725.759730616898	3	1	1
107500	-725.740257126334	1	2	0
107600	-728.984892302379	2	4	0
107700	-734.221246361593	3	4	0
107800	-736.990230919506	3	4	2
107900	-733.351558958903	3	2	0
108000	-731.864813363145	3	3	1
108100	-737.787196681696	3	4	2
108200	-735.695356467832	5	2	2
108300	-734.950993161763	3	3	2
108400	-730.439698209727	2	3	0
108500	-733.177348145439	2	4	1
108600	-736.713805975566	4	4	1
108700	-732.09726638669	2	3	1
108800	-731.090034418297	2	3	1
108900	-734.805044068541	4	3	0
109000	-732.422708768639	3	2	0
109100	-727.883411143683	3	2	1
109200	-731.396329397441	5	1	0
109300	-727.694343842375	2	2	0
109400	-738.979818840645	3	4	1
109500	-740.430595593492	6	3	0
109600	-734.9769758981	2	5	1
109700	-735.239622963163	4	2	0
109800	-726.493262814848	2	2	1
109900	-728.660454767457	1	2	0
110000	-728.932435579554	1	4	0
110100	-749.592685988578	7	4	0
110200	-724.990603306367	3	1	0
110300	-725.441117021639	3	1	1
110400	-726.762118642379	2	3	0
110500	-731.778771371378	3	2	0
110600	-737.050348934185	4	3	1
110700	-740.304155366416	4	3	1
110800	-732.40844653417	2	3	1
110900	-731.894806480188	4	1	0
111000	-729.708212597968	3	2	0
111100	-733.369144782421	5	1	1
111200	-725.470445904453	2	2	0
111300	-727.646529289527	3	1	2
111400	-732.6712127661	1	4	0
111500	-728.359914534568	2	2	1
111600	-745.722999723317	5	2	1
111700	-734.111930646784	2	4	0
111800	-725.329553752999	3	1	0
111900	-741.519731156459	5	4	1
112000	-735.52935361351	4	2	0
112100	-727.730710116532	2	3	1
112200	-731.074409280693	3	1	2
112300	-741.868701484571	3	5	1
112400	-734.350083071116	2	3	1
112500	-735.590413526429	4	3	0
112600	-730.535032121212	2	4	0
112700	-743.456180963142	2	7	1
112800	-743.373648667393	3	5	2
112900	-737.610848380696	3	4	1
113000	-730.275300140246	4	2	1
113100	-733.372213056248	2	3	3
113200	-733.209216631795	4	3	0
113300	-733.387608433645	4	3	1
113400	-728.658090154778	3	3	0
113500	-730.781834443519	1	4	0
113600	-746.504310676731	4	5	2
113700	-731.530330005074	2	4	0
113800	-729.783265863268	2	3	2
113900	-728.943845396257	3	1	1
114000	-722.575717798831	1	2	0
114100	-730.825260403897	3	2	0
114200	-731.154556528238	4	2	1
114300	-728.055863297621	2	3	0
114400	-738.016826439154	4	4	1
114500	-725.459588190275	3	1	2
114600	-736.372399886804	4	2	2
114700	-738.52950203113	2	5	0
114800	-726.383605592134	2	1	1
114900	-743.353910300571	6	3	0
115000	-730.38628059721	3	3	2
115100	-739.251553723525	5	3	0
115200	-730.251034336761	3	3	0
115300	-728.175236368824	1	3	0
115400	-728.837141902677	3	2	0
115500	-738.783494991081	2	6	0
115600	-732.548803449793	4	1	2
115700	-743.37897877849	5	3	2
115800	-727.760147985044	2	2	0
115900	-739.275533457002	4	2	0
116000	-729.932642867711	3	2	2
116100	-736.617305376244	1	5	0
116200	-734.321285415349	4	3	0
116300	-745.574905116581	6	4	1
116400	-733.993183131482	2	4	1
116500	-748.871054719301	7	4	1
116600	-725.854954301856	3	1	1
116700	-735.491305587032	4	3	0
116800	-728.048365062875	3	2	1
116900	-741.468897740117	6	2	1
117000	-729.755682178773	3	3	0
117100	-728.37146537025	1	1	2
117200	-740.97495592902	2	6	1
117300	-732.179320379636	2	4	1
117400	-732.273274044759	3	3	0
117500	-733.169040568047	5	1	2
117600	-736.443080979707	1	5	1
117700	-729.231194262393	2	1	0
117800	-731.735616372649	3	2	0
117900	-728.472070886829	2	3	0
118000	-739.525038406941	3	5	0
118100	-724.985830776048	1	2	1
118200	-738.175392135851	2	4	1
118300	-724.428282098282	3	1	1
118400	-728.382606720053	4	1	0
118500	-725.440597303348	3	1	2
118600	-742.594567466767	5	4	1
118700	-741.973006430784	5	4	1
118800	-738.41755530283	2	6	1
118900	-731.090182017636	2	3	0
119000	-730.003706616808	4	2	1
119100	-724.815490153849	2	2	1
119200	-730.381537135428	2	3	0
119300	-729.937336203727	3	3	1
119400	-723.234976187331	1	1	1
119500	-741.399225401361	7	1	1
119600	-743.085825245723	5	3	0
119700	-731.972752243923	2	2	1
119800	-740.290827870398	5	3	2
119900	-739.221594310073	3	5	1
120000	-746.409553754546	3	5	1
120100	-739.577151932749	4	3	2
120200	-735.028058673051	2	5	0
120300	-742.825578443473	2	6	1
120400	-735.05998756012	2	4	1
120500	-731.336660759286	3	3	0
120600	-740.263335437304	2	6	1
120700	-743.307708304735	1	7	1
120800	-731.470517823974	3	3	2
120900	-739.25482386692	6	2	0
121000	-733.3981997357	3	4	1
121100	-736.365530199644	2	5	0
121200	-735.781406159667	3	4	0
121300	-731.997237800944	5	2	0
121400	-742.23545539115	6	3	3
121500	-731.986608169808	5	1	1
121600	-729.853451666545	2	3	1
121700	-742.206632855334	4	3	0
121800	-739.700505036796	4	3	0
121900	-752.893776274869	3	7	1
122000	-728.465232526973	2	2	1
122100	-732.944273019351	2	3	0
122200	-727.27487705575	1	2	0
122300	-726.646193133545	2	2	0
122400	-722.207248316872	1	2	0
122500	-725.775494497157	3	1	0
122600	-732.506649211044	3	3	0
122700	-733.828579373333	3	3	2
122800	-725.736415534156	2	2	0
122900	-731.212634784988	4	2	0
123000	-729.695673196551	1	3	1
123100	-740.624757877062	6	1	1
123200	-725.073958551736	3	1	0
123300	-727.690386531945	1	3	0
123400	-727.102067958566	5	1	1
123500	-729.275053461296	2	2	0
123600	-725.250815286081	2	2	1
123700	-740.708749324912	3	5	2
123800	-733.059094283904	2	3	1
123900	-725.485842986555	3	1	2
124000	-738.793459985683	5	4	0
124100	-727.931717321449	2	3	2
124200	-732.649229627558	2	4	0
124300	-728.449199899176	3	3	0
124400	-724.06521967282	1	2	1
124500	-733.508928437562	1	4	2
124600	-735.034552361505	3	4	1
124700	-728.641219386773	2	3	1
124800	-727.757935573543	3	2	1
124900	-730.716810319536	3	3	0
125000	-736.381965283487	4	3	1
125100	-746.131218917232	6	4	1
125200	-750.063436066553	5	6	2
125300	-728.659774497816	3	1	1
125400	-737.616546271794	2	6	0
125500	-734.83315688507	5	3	0
125600	-726.79821508689	2	3	0
125700	-734.907969034985	3	3	1
125800	-724.727283826108	1	3	2
125900	-739.047560661092	5	4	1
126000	-725.77960327116	2	2	1
126100	-728.73791185908	1	3	0
126200	-727.350641616138	2	2	1
126300	-733.519347050838	2	4	0
126400	-735.152484479284	3	4	0
126500	-730.660165614138	3	3	0
126600	-730.317313529301	4	2	0
126700	-748.047773429621	7	3	2
126800	-734.459878519291	4	3	2
126900	-730.744988648004	2	3	0
127000	-741.587337178882	5	4	1
127100	-742.787905447802	3	6	0
127200	-737.364243490594	5	3	0
127300	-731.071058437012	1	3	1
127400	-725.276376493811	3	1	1
127500	-728.961609314973	1	4	0
127600	-728.490867337195	2	3	0
127700	-743.397390059817	3	6	1
127800	-746.781323889046	7	2	1
127900	-728.834024415562	2	3	0
128000	-730.300654287929	3	2	1
128100	-733.858800148865	2	4	1
128200	-732.869785737943	2	3	0
128300	-738.909804149253	2	5	0
128400	-739.224448983256	6	2	2
128500	-732.692007096153	3	3	1
128600	-726.691359659756	1	2	0
128700	-732.495800563473	2	4	1
128800	-735.00466649105	2	3	2
128900	-732.697532116765	4	1	0
129000	-740.175837720487	4	2	3
129100	-724.443019928377	2	1	0
129200	-733.793262981618	4	2	0
129300	-746.838534102933	4	6	1
129400	-737.066839126079	3	5	1
129500	-728.616284382725	3	1	1
129600	-725.746437662595	3	1	1
129700	-736.819522771392	5	3	0
129800	-734.176093626424	2	4	1
129900	-733.197072194645	3	2	0
130000	-729.818257354117	2	2	1
130100	-736.569677959265	4	4	0
130200	-728.872907471975	4	1	0
130300	-728.428139711258	2	3	0
130400	-740.863802914747	3	5	1
130500	-730.558859286088	4	2	2
130600	-733.828488192208	4	3	1
130700	-725.993086106308	3	1	0
130800	-734.736389661692	5	2	1
130900	-729.257561988789	4	2	0
131000	-728.20423197935	2	3	0
131100	-731.107257355961	1	4	0
131200	-736.348038782983	3	4	0
131300	-731.762192653345	1	3	1
131400	-727.443830228453	1	2	0
131500	-733.525955060865	2	5	0
131600	-733.720713590447	5	2	1
131700	-727.826856634925	3	2	0
131800	-748.537247755795	3	6	3
131900	-726.751807586129	3	2	1
132000	-725.952360173341	2	1	1
132100	-733.115639419777	2	4	0
132200	-726.175232905511	1	3	0
132300	-738.828883235853	5	4	1
132400	-732.263489874847	1	4	0
132500	-734.899771954912	1	5	1
132600	-733.224534685401	3	3	2
132700	-746.848830280113	6	4	0
132800	-724.780000632261	2	1	0
132900	-729.71891997597	4	1	1
133000	-730.50696115874	2	3	0
133100	-730.182488230383	2	2	0
133200	-728.797404811984	3	2	0
133300	-725.260647170107	2	2	0
133400	-730.900274156784	4	2	0
133500	-731.758738268074	2	4	1
133600	-733.505563219457	4	1	1
133700	-735.758090357153	4	2	1
133800	-746.074211866468	8	1	0
133900	-737.854646060802	6	3	1
134000	-731.938842598633	1	4	1
134100	-731.00973654718	2	4	0
134200	-722.446573192149	2	1	0
134300	-726.066351780627	1	2	1
134400	-723.017331390617	1	2	0
134500	-726.415668123727	2	2	1
134600	-730.665780288356	3	3	0
134700	-736.36013506228	5	3	0
134800	-731.24647439633	3	2	1
134900	-729.01267557359	5	1	0
135000	-722.764393711648	1	2	1
135100	-730.478623774356	2	3	2
135200	-754.156980760239	7	5	1
135300	-748.536017746658	3	7	0
135400	-729.254292880763	3	1	1
135500	-730.839534762466	2	3	0
135600	-727.769467037058	2	3	2
135700	-726.266099935657	3	1	0
135800	-749.607386677967	2	8	2
135900	-740.684052018801	5	3	0
136000	-741.041676786738	3	4	1
136100	-723.496905314621	2	1	1
136200	-737.33193265766	2	5	0
136300	-733.858064238033	5	2	0
136400	-732.551247406244	4	1	0
136500	-741.002644911318	5	4	2
136600	-729.898634717937	2	3	1
136700	-729.472539668224	1	3	0
136800	-735.002414810306	4	3	0
136900	-725.416967226099	2	1	0
137000	-731.751233985732	3	3	0
137100	-739.795787237675	3	3	3
137200	-724.449981406872	2	2	0
137300	-728.206828732077	2	3	0
137400	-734.870549861666	2	5	2
137500	-736.224303071545	2	5	1
137600	-733.217439176014	3	4	1
137700	-733.270852830541	2	3	0
137800	-726.955504764994	1	2	0
137900	-726.831902414807	1	3	0
138000	-725.250326233088	2	1	0
138100	-729.343585325954	3	3	0
138200	-725.433897526992	1	3	0
138300	-738.774541496405	4	4	1
138400	-731.917487520188	3	3	2
138500	-739.095942160231	3	4	1
138600	-727.486122130467	3	2	1
138700	-729.80063140295	2	3	1
138800	-737.382161146872	5	2	2
138900	-737.938174857779	6	1	1
139000	-722.95143682498	3	1	1
139100	-734.3190705845	3	3	2
139200	-724.982834788296	2	1	0
139300	-745.739412880001	6	4	1
139400	-734.93418317358	1	5	0
139500	-724.420925025695	2	2	0
139600	-730.822704418728	1	3	1
139700	-736.088426489596	4	2	1
139800	-728.385556285081	1	1	1
139900	-748.721582017758	6	4	1
140000	-723.706352322639	1	1	0
140100	-731.305819697733	1	3	1
140200	-742.762836144461	7	2	0
140300	-728.941199368112	1	2	1
140400	-736.156831902355	4	4	2
140500	-733.950239103127	1	4	0
140600	-738.636786823017	6	2	2
140700	-738.142326061723	1	5	1
140800	-727.791813925041	3	2	1
140900	-739.447951094255	3	3	2
141000	-733.836264926948	4	2	0
141100	-726.246044947737	3	2	1
141200	-728.088851954953	2	2	1
141300	-728.470573677124	2	3	1
141400	-743.739532325956	4	5	1
141500	-726.609824668805	2	2	0
141600	-728.582028150426	2	3	0
141700	-727.527316400056	2	3	0
141800	-727.796884575279	2	3	0
141900	-727.967369039179	1	3	2
142000	-732.566979102987	3	3	0
142100	-729.742111686178	3	2	0
142200	-735.037258533232	1	5	0
142300	-737.512435228727	3	4	1
142400	-724.436325053631	2	2	0
142500	-731.316499868019	2	4	0
142600	-737.452079708571	4	4	1
142700	-732.103799670899	3	3	0
142800	-734.320769226878	4	2	0
142900	-754.487438342259	9	4	0
143000	-731.200995905626	3	3	0
143100	-727.389097672896	2	1	2
143200	-729.426124686869	3	2	0
143300	-735.652713045192	2	5	0
143400	-729.051751526252	1	3	1
143500	-735.61533555975	5	2	0
143600	-730.054278741393	2	3	1
143700	-725.761570295568	1	4	1
143800	-729.232755548717	4	2	0
143900	-729.559311729618	3	3	0
144000	-733.854154464339	4	4	0
144100	-736.450209038057	5	3	2
144200	-748.787954525473	8	3	1
144300	-730.276999888812	2	3	1
144400	-745.388825282647	5	3	1
144500	-738.581461779296	5	3	1
144600	-725.24237124275	1	2	1
144700	-725.07366778102	3	1	1
144800	-739.632766237005	6	3	0
144900	-732.08197056467	3	2	0
145000	-734.190982820711	2	3	2
145100	-726.705150831499	2	2	1
145200	-733.626727191872	3	2	1
145300	-731.919721825168	3	2	1
145400	-725.48912675344	2	1	0
145500	-724.973409152011	1	2	1
145600	-738.698676338491	3	4	1
145700	-736.364578854979	4	3	0
145800	-737.553042671616	4	3	0
145900	-744.553509274607	5	3	0
146000	-738.495527425615	3	4	1
146100	-740.215777237811	3	4	2
146200	-727.906559886518	2	2	1
146300	-739.054617530009	2	5	1
146400	-731.521998077502	3	3	0
146500	-747.711146445457	2	7	0
146600	-729.098806765997	3	2	2
146700	-723.333934337762	1	2	0
146800	-743.372589133891	5	4	1
146900	-734.851949436114	6	2	1
147000	-732.912166821389	4	3	0
147100	-730.284004594782	3	2	0
147200	-736.202507327357	5	1	2
147300	-725.357875995025	1	1	1
147400	-732.761523889096	3	3	0
147500	-744.403056810743	6	3	0
147600	-733.495268753259	5	1	0
147700	-734.894051132537	5	2	1
147800	-731.430377842986	3	2	0
147900	-725.392365963601	2	1	0
148000	-734.672260285377	3	2	0
