"Iteration"	"speciation"	"extinction"
2	0.238950754919963	0.110679590711554
3	0.206628723595012	0.078357559386603
4	0.196984755395697	0.0760883909290408
5	0.20170792343032	0.0757176000448907
6	0.205851002324103	0.079860678938673
7	0.170285748842026	0.0520228659721552
8	0.199876333111581	0.0816134502417099
9	0.199876333111581	0.0816134502417099
10	0.226904873007665	0.0997944126307392
11	0.224016363078981	0.0985240249661195
12	0.216672692097221	0.0952942250836221
13	0.207012034010845	0.0856335669972464
14	0.221970501140575	0.100592034126976
15	0.211241167036897	0.092876033662382
16	0.194410062784228	0.0725538859682029
17	0.185256699168678	0.0691378482874517
18	0.197094829304875	0.0649782383176646
19	0.197094829304875	0.0649782383176646
20	0.187545263350465	0.0554286723632545
21	0.167617751270266	0.0495391312552816
22	0.167617751270266	0.0495391312552816
23	0.210881185097688	0.0830435920317974
24	0.210881185097688	0.0830435920317974
25	0.210881185097688	0.0830435920317974
26	0.201206462924451	0.0792337515246745
27	0.194846625948877	0.0767292905081849
28	0.194846625948877	0.0767292905081849
29	0.220697934001178	0.102580598560486
30	0.220697934001178	0.102580598560486
31	0.203618355555748	0.0946419951112859
32	0.203618355555748	0.0946419951112859
33	0.203618355555748	0.0946419951112859
34	0.190502198335196	0.0885455934182351
35	0.25501550737792	0.150330129874676
36	0.182832038811492	0.0781466613082472
37	0.253153200524709	0.141780134001002
38	0.260215292007853	0.14573530531518
39	0.230092055886036	0.128864586536816
40	0.230092055886036	0.128864586536816
41	0.258741874244589	0.144910107895269
42	0.227590585655738	0.119734684537619
43	0.227590585655738	0.119734684537619
44	0.22087405766858	0.116201140487836
45	0.22087405766858	0.116201140487836
46	0.22087405766858	0.116201140487836
47	0.191815771782973	0.0871428546022293
48	0.217057405663488	0.0986102538193344
49	0.217057405663488	0.0986102538193344
50	0.217057405663488	0.0986102538193344
51	0.204888099820078	0.0930816779370433
52	0.23086684564993	0.11202845361533
53	0.23086684564993	0.11202845361533
54	0.22466090130582	0.105822509271221
55	0.224749606236826	0.105864292146342
56	0.229469951007003	0.108087726332273
57	0.242477337785887	0.114214623803093
58	0.190836326417178	0.0625736124343837
59	0.18954472231127	0.062150106405636
60	0.181865846558595	0.0596322681915987
61	0.181865846558595	0.0596322681915987
62	0.181865846558595	0.0596322681915987
63	0.198285822389197	0.0650162389643328
64	0.251530284301512	0.118260700876648
65	0.251530284301512	0.118260700876648
66	0.251530284301512	0.118260700876648
67	0.251530284301512	0.118260700876648
68	0.251530284301512	0.118260700876648
69	0.251530284301512	0.118260700876648
70	0.251573570890168	0.118281052709539
71	0.242932623475406	0.114218382878962
72	0.242932623475406	0.114218382878962
73	0.242932623475406	0.114218382878962
74	0.242932623475406	0.114218382878962
75	0.238637123567458	0.12444817813336
76	0.238637123567458	0.12444817813336
77	0.198891591033205	0.0847026455991077
78	0.217107137735042	0.0924601630922533
79	0.190100465856531	0.0893622755776603
80	0.190100465856531	0.0893622755776603
81	0.215857004244636	0.105090841708964
82	0.236436639494565	0.115110119045118
83	0.176880681778223	0.0555541613287761
84	0.195031944784657	0.0612550563233172
85	0.189258829275681	0.055481940814341
86	0.193565638652624	0.056744498254143
87	0.196040871755328	0.0592197313568464
88	0.224185244362149	0.0904922974395171
89	0.224185244362149	0.0904922974395171
90	0.20418496062626	0.082419189729631
91	0.200877524913967	0.081084144432201
92	0.206899082380304	0.0888548036135453
93	0.206899082380304	0.0888548036135453
94	0.252316665275835	0.133398846939417
95	0.252316665275835	0.133398846939417
96	0.223937665551323	0.118394979333584
97	0.223937665551323	0.118394979333584
98	0.212727920040774	0.107185233823035
99	0.239629686147412	0.120739975907853
100	0.22201758782244	0.103127877582882
101	0.202360771304429	0.0939972236224404
102	0.202360771304429	0.0939972236224404
103	0.202360771304429	0.0939972236224404
104	0.202360771304429	0.0939972236224404
105	0.202360771304429	0.0939972236224404
106	0.207171472933458	0.0962318098709996
107	0.207171472933458	0.0962318098709996
108	0.216360694513759	0.100500232600523
109	0.216360694513759	0.100500232600523
110	0.212502386153369	0.0987080360625374
111	0.213751194496421	0.0992881115204769
112	0.219475932996543	0.101947270810626
113	0.219014264168461	0.101732824167668
114	0.257378665782471	0.140613127004952
115	0.257378665782471	0.140613127004952
116	0.257378665782471	0.140613127004952
117	0.257378665782471	0.140613127004952
118	0.227008689594928	0.12402116393057
119	0.227008689594928	0.12402116393057
120	0.227008689594928	0.12402116393057
121	0.242949150300855	0.139961624636497
122	0.242949150300855	0.139961624636497
123	0.242122052945924	0.1394851385513
124	0.242122052945924	0.1394851385513
125	0.200768217886985	0.101976756071985
126	0.200768217886985	0.101976756071985
127	0.200768217886985	0.101976756071985
128	0.212314723828096	0.107841604762843
129	0.212314723828096	0.107841604762843
130	0.203939869583911	0.102445676947777
131	0.20881004712216	0.104892126657584
132	0.20881004712216	0.104892126657584
133	0.230618495006874	0.115847224409133
134	0.241778780092491	0.135797326443825
135	0.247287819257324	0.138891530118657
136	0.247287819257324	0.138891530118657
137	0.296373081319955	0.200586850968737
138	0.296373081319955	0.200586850968737
139	0.20944493662179	0.113658706270571
140	0.20944493662179	0.113658706270571
141	0.187404101506193	0.0916178711549742
142	0.216714808029793	0.105947250886568
143	0.174613593972718	0.0545437759376241
144	0.176488370241648	0.0551293968759438
145	0.175437422738892	0.054801114044073
146	0.178821073122992	0.0515131476889678
147	0.186173303829222	0.0435179765192162
148	0.189314641643775	0.0542656524082358
149	0.192566922288223	0.0575179330526832
150	0.15507657237256	0.0463199172618756
151	0.15507657237256	0.0463199172618756
152	0.15507657237256	0.0463199172618756
153	0.165186088372542	0.049339534845064
154	0.238697945382033	0.122851391854555
155	0.231967578210671	0.117767010345434
156	0.231967578210671	0.117767010345434
157	0.197417948014313	0.0850970589694669
158	0.175997521305838	0.0636766322609924
159	0.188391517589011	0.0681608314571635
160	0.188391517589011	0.0681608314571635
161	0.188391517589011	0.0681608314571635
162	0.185251069729953	0.0650203835981052
163	0.185251069729953	0.0650203835981052
164	0.203486874668409	0.0714208812257143
165	0.203486874668409	0.0714208812257143
166	0.185235759390739	0.0531697659480446
167	0.180789366568835	0.0518934807079199
168	0.188356682142369	0.059460796281454
169	0.198145857276997	0.0583808524705499
170	0.198145857276997	0.0583808524705499
171	0.193059986108524	0.0532949813020772
172	0.175916747275774	0.0361517424693274
173	0.175916747275774	0.0361517424693274
174	0.171369914142181	0.0316049093357342
175	0.174622536134032	0.0348575313275852
176	0.171701783499269	0.032989665344498
177	0.185713659304701	0.0470015411499298
178	0.199639754846467	0.0704167706092171
179	0.194564040690394	0.0653410564531441
180	0.194564040690394	0.0653410564531441
181	0.194564040690394	0.0653410564531441
182	0.194564040690394	0.0653410564531441
183	0.190362193153138	0.0611392089158885
184	0.190362193153138	0.0611392089158885
185	0.221535367209178	0.0923123829719285
186	0.197388822225089	0.0811889142679778
187	0.209391621609	0.0861258414919769
188	0.174576148059647	0.0513103679426235
189	0.174576148059647	0.0513103679426235
190	0.183614104246735	0.0539667494847937
191	0.193460683339375	0.0638133285774338
192	0.193460683339375	0.0638133285774338
193	0.171933973267081	0.042286618505139
194	0.211524967967716	0.0818776132057744
195	0.186901929451245	0.0572545746893036
196	0.18296038421249	0.0560471420163174
197	0.18296038421249	0.0560471420163174
198	0.166214725114395	0.0393014829182224
199	0.174865090541976	0.0479518483458033
200	0.174865090541976	0.0479518483458033
201	0.156939322313526	0.0430362089983013
202	0.225195450589705	0.0830847451031156
203	0.187880961373807	0.0457702558872172
204	0.187880961373807	0.0457702558872172
205	0.189722619313699	0.0476119138271089
206	0.184895460416799	0.0464005122859521
207	0.17471721926252	0.04384622781264
208	0.172608733249675	0.043317091884028
209	0.146661387418054	0.0283115857242141
210	0.184238205529762	0.0334019097627325
211	0.184238205529762	0.0334019097627325
212	0.184238205529762	0.0334019097627325
213	0.184877570860519	0.030829777313649
214	0.183713942368613	0.0296661488217433
215	0.194619625474092	0.0438813499295421
216	0.194619625474092	0.0438813499295421
217	0.160158831437472	0.0361113927205137
218	0.169492820060515	0.038215949339654
219	0.163687008068354	0.0380951351386101
220	0.176410643543362	0.0508187706136178
221	0.187705745440849	0.0477649889057692
222	0.193965935788184	0.0540251792531042
223	0.192047482499869	0.0534908339704196
224	0.194205569961058	0.0667960219125114
225	0.194205569961058	0.0667960219125114
226	0.19894272107338	0.0715331730248331
227	0.205309201509205	0.0778996534606584
228	0.206863123040604	0.0794535749920568
229	0.206863123040604	0.0794535749920568
230	0.268358767846758	0.140949219798211
231	0.22106410603013	0.0970874759076479
232	0.22106410603013	0.0970874759076479
233	0.189588103585387	0.0834687821898066
234	0.228099464667777	0.100423941027456
235	0.228099464667777	0.100423941027456
236	0.228099464667777	0.100423941027456
237	0.228099464667777	0.100423941027456
238	0.220149608398929	0.092474084758608
239	0.208947680791978	0.0877687027662499
240	0.208947680791978	0.0877687027662499
241	0.185600807516537	0.077961823009238
242	0.220870880883742	0.0927770560578973
243	0.224112093240323	0.0952849439651251
244	0.189024643026211	0.0803669371802542
245	0.266643567138715	0.157985861292758
246	0.26992036125778	0.159927356250745
247	0.270067223986598	0.160014372168485
248	0.232857544722667	0.13796770031354
249	0.229452594849482	0.135950273288593
250	0.229452594849482	0.135950273288593
251	0.229452594849482	0.135950273288593
252	0.243012781216728	0.14398466071263
253	0.200489630051219	0.101461509547121
254	0.206649351120797	0.104578751062051
255	0.206649351120797	0.104578751062051
256	0.272419154706879	0.175967786966654
257	0.272419154706879	0.175967786966654
258	0.242546601987543	0.156671761330269
259	0.242546601987543	0.156671761330269
260	0.242546601987543	0.156671761330269
261	0.262714157797785	0.169698892877877
262	0.240182192489533	0.146698881539568
263	0.240182192489533	0.146698881539568
264	0.240182192489533	0.146698881539568
265	0.233281497719219	0.142484063637549
266	0.233281497719219	0.142484063637549
267	0.243370393313968	0.152572959232298
268	0.236365575478707	0.148181522083943
269	0.236365575478707	0.148181522083943
270	0.236365575478707	0.148181522083943
271	0.26113466185427	0.163709675506141
272	0.195670867185283	0.0975451142183634
273	0.195670867185283	0.0975451142183634
274	0.195670867185283	0.0975451142183634
